🇨🇳央视频道🇨🇳,#genre#
CCTV2,http://221.221.165.219:8888/rtp/239.3.1.60:8084
CCTV2,http://114.254.94.118:2222/rtp/239.3.1.60:8084
CCTV2,http://49.88.38.119:8899/rtp/239.49.8.130:6000
CCTV2,http://223.10.115.195:8083/rtp/239.1.1.8:8008
CCTV3,http://101.27.106.176:8888/rtp/239.253.92.191:6057
CCTV3,http://117.67.171.13:4022/rtp/238.1.78.170:7232
CCTV3,http://123.114.80.74:8012/rtp/239.3.1.172:8001
CCTV3,http://27.11.63.23:8004/udp/225.0.4.142:7980
CCTV3,http://27.10.213.70:8001/udp/225.0.4.142:7980
CCTV4,http://180.124.225.159:3000/rtp/239.49.8.131:6000
CCTV4,http://218.78.180.91:9999/rtp/239.45.0.2:5140
CCTV4,http://183.188.23.48:6000/rtp/226.0.2.156:9160
CCTV4,http://180.158.191.162:9999/udp/239.45.0.2:5140
CCTV4,http://27.10.76.212:8006/udp/225.0.4.176:7980
CCTV5,http://27.11.251.76:8001/udp/225.0.4.143:7980
CCTV5,http://122.234.254.49:4000/udp/233.50.201.197:5140
CCTV5,http://106.86.155.84:20002/rtp/235.254.198.54:1492
CCTV5,http://125.43.42.143:9999/rtp/225.1.4.159:1195
CCTV5,http://61.240.38.128:8083/rtp/226.0.2.209:9584
CCTV5+,http://180.124.225.164:3000/rtp/239.49.8.18:9610
CCTV5+,http://60.220.167.69:8083/rtp/226.0.2.168:9256
CCTV5+,http://101.68.81.44:9999/rtp/233.50.201.220:5140
CCTV5+,http://171.116.151.33:8084/rtp/226.0.2.168:9256
CCTV5+,http://183.66.51.205:4022/rtp/235.254.198.122:1764
CCTV6,http://118.81.203.242:8083/rtp/226.0.2.210:9592
CCTV6,http://119.98.133.99:4022/rtp/239.69.1.124:10382
CCTV6,http://114.254.94.14:2222/rtp/239.3.1.174:8001
CCTV6,http://27.10.76.212:8006/udp/225.0.4.144:7980
CCTV6,http://123.114.80.74:8012/rtp/239.3.1.174:8001
CCTV7,http://113.109.250.116:9999/udp/239.77.1.159:5146
CCTV7,http://180.158.191.162:9999/udp/239.45.3.56:5140
CCTV7,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.61:8104
CCTV7,http://171.118.211.120:8085/rtp/226.0.2.159:9184
CCTV7,http://171.8.171.134:8800/rtp/239.16.20.51:10510
CCTV8,http://123.113.237.160:8888/rtp/239.3.1.175:8001
CCTV8,http://218.78.180.91:9999/udp/239.45.1.71:5140
CCTV8,http://211.158.99.249:8005/udp/225.0.4.137:7980
CCTV8,http://116.135.2.207:8083/rtp/226.0.2.211:9600
CCTV8,http://www.akw323.com:9527/udp/238.255.2.136:5999
CCTV9,http://buffaloft.ignorelist.com:8888/rtp/239.3.1.62:8112
CCTV9,http://125.37.162.223:4022/rtp/225.1.1.119:5002
CCTV9,http://114.254.80.240:2222/rtp/239.3.1.62:8112
CCTV9,http://114.254.188.49:9999/rtp/239.3.1.62:8112
CCTV10,http://14.19.146.196:4022/udp/239.77.0.134:5146
CCTV10,http://123.114.80.74:8012/rtp/239.3.1.63:8116
CCTV10,http://122.234.254.49:4000/udp/233.50.201.122:5140
CCTV10,http://home.yulei.online:9999/rtp/226.0.2.162:9208
CCTV10,http://110.178.52.75:8085/rtp/239.1.1.17:8017
CCTV11,http://171.8.171.134:8800/rtp/239.16.10.109:2000
CCTV11,http://221.221.153.193:8888/rtp/239.3.1.152:8120
CCTV11,http://180.158.164.233:8888/udp/239.45.0.18:5140
CCTV11,http://117.32.85.15:8021/rtp/239.112.205.213:5140
CCTV11,http://180.158.191.162:9999/udp/239.45.0.18:5140
CCTV12,http://27.184.66.142:1024/rtp/239.254.200.161:6000
CCTV12,http://125.109.62.72:9999/udp/233.50.201.123:5140
CCTV12,http://121.226.15.243:8888/rtp/239.49.8.135:6000
CCTV12,http://113.109.250.116:9999/udp/239.77.0.136:5146
CCTV12,http://171.8.171.134:8800/rtp/239.16.20.12:10120
CCTV13,http://114.254.80.240:2222/rtp/239.3.1.124:8128
CCTV13,http://171.118.211.120:8085/rtp/226.0.2.165:9232
CCTV13,http://123.114.80.74:8012/rtp/239.3.1.124:8128
CCTV13,http://171.8.171.134:8800/rtp/239.16.20.13:10130
CCTV13,http://27.184.66.142:1024/rtp/239.254.200.9:8264
CCTV14,http://125.37.162.223:4022/rtp/225.1.1.144:5002
CCTV14,http://180.124.225.159:3000/rtp/239.49.8.136:6000
CCTV14,http://123.114.80.74:8012/rtp/239.3.1.65:8132
CCTV14,http://121.226.15.243:8888/rtp/239.49.8.136:6000
CCTV14,http://116.135.2.207:8083/rtp/226.0.2.166:9240
CCTV15,http://www.akw323.com:9527/rtp/238.255.2.18:5999
CCTV15,http://112.226.139.185:9999/udp/239.253.254.170:8000
CCTV15,http://125.71.159.29:6666/udp/239.93.0.103:5140
CCTV15,http://111.165.213.195:8000/rtp/225.1.2.194:5002
CCTV15,http://115.171.80.169:8888/udp/225.1.8.74:8136
CCTV16,http://119.98.51.196:4022/rtp/239.69.1.247:11124
CCTV16,http://221.218.157.61:3527/rtp/239.3.1.184:8001
CCTV16,http://59.173.55.176:4022/rtp/239.69.1.247:11124
CCTV16,http://125.37.162.223:4022/rtp/225.1.2.237:5002
CCTV16,http://123.114.80.74:8012/rtp/239.3.1.184:8001
CCTV17,http://1.70.35.224:8083/rtp/239.1.1.23:8023
CCTV17,http://183.191.139.8:8002/rtp/226.0.2.170:9272
CCTV17,http://118.81.203.242:8083/rtp/226.0.2.170:9272
CCTV17,http://112.226.139.185:9999/udp/239.253.254.168:8000
CCTV17,http://114.243.156.93:8888/rtp/239.3.1.151:8144
CCTV1,http://114.221.238.215:8888/rtp/239.49.8.129:6000
CCTV1,http://223.11.153.2:7777/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://60.223.72.17:8004/rtp/226.0.2.18:8056
CCTV1,http://171.118.136.143:8083/rtp/226.0.2.153:9136
CCTV1,http://123.145.57.77:8003/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://118.81.204.27:8083/rtp/226.0.2.18:8056
CCTV1,http://60.164.128.167:8029/rtp/239.255.30.101:8231$1920x1080
CCTV1,http://61.55.46.35:4022/rtp/239.253.92.83:8012
CCTV1,http://115.234.227.164:8808/udp/233.50.200.99:5140
CCTV1,http://114.243.109.134:8822/rtp/239.3.1.129:8008
CCTV1,http://114.254.188.49:9999/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://60.168.231.252:2000/rtp/238.1.78.166:7200
CCTV1,http://121.21.84.3:8888/rtp/239.253.92.83:8012
CCTV1,http://223.12.113.32:8083/rtp/239.1.1.7:8007
CCTV1,http://183.66.51.205:4022/rtp/235.254.198.51:1480$1920x1080
CCTV1,http://49.79.50.239:8889/rtp/239.49.1.1:6000
CCTV1,http://sweetown.fun:4000/rtp/239.3.1.129:8008
CCTV1,http://171.117.183.38:8085/rtp/226.0.2.153:9136
CCTV1,http://222.129.33.14:8888/udp/225.1.8.101:8080
CCTV1,http://223.10.115.195:8083/rtp/239.1.1.7:8007
CCTV1,http://114.243.103.165:8822/rtp/239.3.1.129:8008
CCTV1,http://ik6.iptv8.net:8888/udp/225.1.4.73:1102
CCTV1,http://61.190.129.195:8686/rtp/238.1.78.166:7200
CCTV1,http://183.191.145.227:8083/rtp/226.0.2.16:8040
CCTV1,http://114.252.225.255:8000/rtp/239.3.1.129:8008
CCTV1,http://49.86.209.44:8800/rtp/239.49.8.129:6000
CCTV1,http://114.252.229.100:8000/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://36.109.213.192:9988/udp/238.125.1.1:5140
CCTV1,http://121.224.240.233:8887/rtp/239.49.8.129:6000
CCTV1,http://112.226.139.185:9999/rtp/239.253.254.77:8000
CCTV1,http://ycsj.aguihome.com:4022/rtp/233.50.201.118:5140$1920x1080
CCTV1,http://27.11.251.76:8007/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://116.227.10.196:2048/udp/239.45.3.145:5140
CCTV1,http://202.103.213.10:8888/udp/239.81.0.13:4056
CCTV1,http://115.207.183.14:8881/rtp/233.50.201.99:5140
CCTV1,http://114.254.80.240:2222/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://183.184.202.47:8082/rtp/226.0.2.18:8056$1920x1080
CCTV1,http://123.145.57.77:8003/rtp/225.0.4.74:7980
CCTV1,http://27.10.224.44:8005/udp/225.0.4.74:7980
CCTV1,http://222.95.92.12:4000/rtp/239.49.8.129:6000
CCTV1,http://171.118.136.143:8083/rtp/226.0.2.18:8056
CCTV1,http://114.254.80.240:2222/rtp/239.3.1.129:8008
CCTV1,http://118.78.220.187:8686/rtp/226.0.2.153:9136
CCTV1,http://60.7.56.33:4000/rtp/239.253.92.83:8012
CCTV1,http://114.243.109.253:8822/rtp/239.3.1.129:8008
CCTV1,http://211.158.152.144:8005/udp/225.0.4.74:7980
CCTV1,http://115.234.227.164:8808/rtp/233.50.201.99:5140$1920x1080
CCTV1,http://123.122.163.183:19999/rtp/239.3.1.129:8008
CCTV1,http://114.243.104.64:8822/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://114.226.231.250:8888/rtp/239.49.1.1:6000
CCTV1,http://61.143.227.162:10000/udp/239.77.0.86:5146
CCTV1,http://123.113.237.160:8888/rtp/239.3.1.129:8008
CCTV1,http://27.11.251.76:8001/udp/225.0.4.74:7980
CCTV1,http://123.145.57.77:8004/udp/225.0.4.74:7980
CCTV1,http://27.9.88.212:8004/udp/225.0.4.74:7980
CCTV1,http://39.98.201.151:9090/udp/225.1.8.1:8008
CCTV1,http://183.133.105.27:8899/rtp/233.50.201.222:5140
CCTV1,http://60.223.186.64:10000/rtp/226.0.2.16:8040
CCTV1,http://183.184.202.47:8082/rtp/226.0.2.18:8056
CCTV1,http://116.21.87.83:8889/udp/239.77.1.17:5146
CCTV1,http://116.22.255.89:9999/udp/239.77.1.17:5146
CCTV1,http://211.158.152.144:8002/udp/225.0.4.74:7980
CCTV1,http://106.42.108.91:2002/rtp/239.16.10.1:2000
CCTV1,http://121.29.111.242:8888/rtp/239.253.92.83:8012$1920x1080
CCTV1,http://171.117.183.38:8083/rtp/226.0.2.153:9136
CCTV1,http://180.103.165.76:8888/rtp/239.49.8.129:6000
CCTV1,http://211.158.152.144:8001/udp/225.0.4.74:7980
CCTV1,http://115.207.183.14:8881/rtp/233.50.201.222:5140
CCTV1,http://36.109.213.192:9988/udp/238.125.5.96:5140
CCTV1,http://49.75.18.76:8888/rtp/239.49.8.129:6000
CCTV1,http://101.27.106.176:8888/rtp/239.253.92.83:8012
CCTV1,http://222.95.92.12:4000/rtp/239.49.8.129:6000$1920x1080
CCTV1,http://223.10.39.207:8083/rtp/239.1.1.7:8007
CCTV1,http://114.243.109.253:8822/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://36.109.213.192:9988/udp/238.125.5.1:5140
CCTV1,http://114.254.94.118:2222/rtp/239.3.1.129:8008
CCTV1,http://222.70.23.103:6666/udp/239.45.3.145:5140
CCTV1,http://222.129.33.14:8888/udp/225.1.8.1:8008
CCTV1,http://223.10.115.195:8082/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://139.196.151.191:2051/rtp/239.45.3.145:5140$上海电信组播源
CCTV1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.8:5540
CCTV1,http://60.223.72.17:8004/rtp/226.0.2.153:9136
CCTV1,http://223.10.115.195:8082/rtp/239.1.1.7:8007
CCTV1,http://202.103.213.10:8888/udp/239.81.0.102:4056
CCTV1,http://114.243.105.66:8822/rtp/239.3.1.129:8008
CCTV1,http://60.26.2.64:7000/udp/225.1.1.120:5002
CCTV1,http://171.117.183.38:8085/rtp/226.0.2.16:8040
CCTV1,http://223.11.153.2:7777/rtp/239.1.1.7:8007
CCTV1,http://61.165.157.9:4022/rtp/239.45.3.145:5140
CCTV1,http://114.243.105.66:8822/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://123.113.236.69:8012/rtp/239.3.1.129:8008
CCTV1,http://175.9.193.128:4502/rtp/239.76.253.151:9000$1920x1080
CCTV1,http://116.227.10.196:2048/rtp/239.45.3.145:5140
CCTV1,http://115.234.227.164:8808/rtp/233.50.201.222:5140$1920x1080
CCTV1,http://27.10.129.243:8002/rtp/225.0.4.74:7980$1920x1080
CCTV1,http://221.205.181.41:8005/rtp/226.0.2.18:8056
CCTV1,http://61.143.227.162:10000/udp/239.77.0.129:5146
CCTV1,http://106.42.108.91:2002/rtp/239.16.20.1:10010
CCTV1,http://171.117.183.38:8083/rtp/226.0.2.16:8040
CCTV1,http://118.79.7.143:6000/rtp/226.0.2.18:8056$1920x1080
CCTV1,http://211.158.152.144:8004/udp/225.0.4.74:7980
CCTV1,http://114.243.103.165:8822/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://27.10.129.243:8001/udp/225.0.4.74:7980
CCTV1,http://211.158.152.144:8001/rtp/225.0.4.74:7980
CCTV1,http://114.243.100.237:8822/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://101.68.81.44:9999/rtp/233.50.201.118:5140
CCTV1,http://221.205.181.41:8005/rtp/226.0.2.153:9136
CCTV1,http://183.184.202.47:8082/rtp/226.0.2.153:9136
CCTV1,http://211.158.152.144:8004/rtp/225.0.4.74:7980
CCTV1,http://27.10.74.70:8008/udp/225.0.4.74:7980
CCTV1,http://61.143.227.162:10000/udp/239.77.1.17:5146
CCTV1,http://221.218.157.61:3527/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://218.15.214.115:10000/udp/239.77.1.17:5146
CCTV1,http://171.117.183.38:8082/rtp/226.0.2.153:9136
CCTV1,http://171.116.226.246:8082/rtp/226.0.2.153:9136
CCTV1,http://home.yulei.online:9999/rtp/226.0.2.153:9136
CCTV1,http://36.109.213.192:9988/udp/238.125.3.212:5140
CCTV1,http://112.226.139.185:9999/rtp/239.253.254.77:8000$1920x1080
CCTV1,http://183.66.51.205:4022/rtp/235.254.198.1:1280$1920x1080
CCTV1,http://118.79.7.143:6000/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://61.143.227.162:10000/udp/239.77.1.144:5146
CCTV1,http://114.243.111.238:4000/rtp/239.3.1.129:8008
CCTV1,http://171.117.183.38:8084/rtp/226.0.2.153:9136
CCTV1,http://114.243.109.163:8822/rtp/239.3.1.129:8008
CCTV1,http://114.226.231.250:8888/rtp/239.49.8.129:6000
CCTV1,http://27.11.251.76:8002/udp/225.0.4.74:7980
CCTV1,http://36.46.98.55:8010/rtp/239.112.205.59:5140
CCTV1,http://114.243.100.237:8822/rtp/239.3.1.129:8008
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008
CCTV1,http://39.98.201.151:9090/udp/225.1.8.101:8080
CCTV1,http://180.103.165.77:8888/rtp/239.49.8.129:6000$1920x1080
CCTV1,http://218.15.214.115:10000/udp/239.77.1.144:5146
CCTV1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.150:5540
CCTV1,http://223.10.115.195:8083/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://222.95.209.142:8554/rtp/239.49.8.129:6000
CCTV1,http://222.188.160.161:4022/rtp/239.49.8.129:6000
CCTV1,http://101.68.81.44:9999/rtp/233.50.201.118:5140$1920x1080
CCTV1,http://171.117.183.38:8082/rtp/226.0.2.16:8040
CCTV1,http://123.113.14.115:8012/rtp/239.3.1.129:8008
CCTV1,http://223.10.39.207:8082/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://121.29.111.242:8888/rtp/239.253.92.83:8012
CCTV1,http://111.196.191.184:5555/rtp/239.3.1.129:8008
CCTV1,http://223.12.113.32:8083/rtp/239.1.1.7:8007$1920x1080
CCTV1,http://114.246.180.128:4022/rtp/239.3.1.129:8008
CCTV1,http://180.113.67.53:8787/rtp/239.49.8.129:6000
CCTV1,http://27.11.251.76:8003/udp/225.0.4.74:7980
CCTV1,http://180.103.165.67:8888/rtp/239.49.8.129:6000$1920x1080
CCTV1,http://60.223.186.64:10000/rtp/226.0.2.153:9136
CCTV1,http://218.15.214.115:10000/udp/239.77.0.86:5146
CCTV1,http://123.144.84.2:8001/udp/225.0.4.74:7980
CCTV1,http://116.95.218.241:9999/udp/239.125.2.66:4120
CCTV1,http://118.79.7.143:6000/rtp/226.0.2.153:9136
CCTV1,http://112.226.139.185:9999/udp/239.253.254.77:8000
CCTV1,http://119.166.159.120:6666/udp/239.253.254.77:8000
CCTV1,http://124.129.78.38:3333/rtp/239.253.254.77:8000$1920x1080
CCTV1,http://58.48.200.208:12312/rtp/239.254.96.96:8550
CCTV1,http://171.117.183.38:8084/rtp/226.0.2.16:8040
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.61:9884
CCTV1,http://27.18.7.3:4022/rtp/239.254.96.96:8550
CCTV1,http://123.144.84.2:8002/udp/225.0.4.74:7980
CCTV1,http://enlen.vip:4022/rtp/239.200.200.2:8080$1920x1080
CCTV1,http://123.113.237.160:8888/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://223.215.3.199:2000/rtp/238.1.78.166:7200
CCTV1,http://123.145.57.77:8003/udp/225.0.4.74:7980
CCTV1,http://123.112.212.132:4022/rtp/239.3.1.129:8008
CCTV1,http://720520.xyz:13579/rtp/225.1.4.73:1102?Cf=cfss.cc
CCTV1,http://114.243.104.64:8822/rtp/239.3.1.129:8008
CCTV1,http://218.15.214.115:10000/udp/239.77.0.129:5146
CCTV1,http://114.254.93.135:2222/rtp/239.3.1.129:8008
CCTV1,http://114.228.152.46:8888/rtp/239.49.8.129:6000
CCTV1,http://49.75.18.76:8888/rtp/239.49.1.1:6000
CCTV1,http://ikuai.zlsip.top:4022/rtp/239.3.1.129:8008
CCTV1,http://211.158.153.199:8004/udp/225.0.4.74:7980
CCTV1,http://175.9.193.128:4502/rtp/239.76.253.151:9000
CCTV1,http://183.191.145.227:8083/rtp/226.0.2.153:9136
CCTV1,http://171.116.226.246:8082/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://xuys.top:8888/udp/225.1.1.120:5002
CCTV1,http://123.145.57.77:8002/udp/225.0.4.74:7980
CCTV1,http://221.218.157.61:3527/rtp/239.3.1.129:8008
CCTV1,http://60.164.128.167:8029/rtp/239.255.30.101:8231
CCTV1,http://114.243.109.134:8822/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://60.223.186.64:10000/rtp/226.0.2.18:8056
CCTV1,http://27.11.251.76:8007/udp/225.0.4.74:7980
CCTV1,http://111.199.232.88:18888/rtp/239.3.1.129:8008
CCTV1,http://114.243.111.3:8822/rtp/239.3.1.129:8008
CCTV1,http://114.252.229.100:8000/rtp/239.3.1.129:8008
CCTV1,http://114.243.109.163:8822/rtp/239.3.1.129:8008$1920x1080
CCTV1,http://171.117.70.245:8085/rtp/226.0.2.153:9136
CCTV1,http://211.158.153.199:8003/udp/225.0.4.74:7980
CCTV1,http://117.62.6.204:8887/rtp/239.49.8.129:6000
CCTV1,http://123.113.236.69:8012/rtp/239.3.1.1:8000
CCTV1,http://114.254.188.49:9999/rtp/239.3.1.129:8008
CCTV1,http://223.10.39.207:8082/rtp/239.1.1.7:8007
CCTV1,http://183.184.202.47:8082/rtp/226.0.2.153:9136$1920x1080
CCTV1,http://27.11.251.76:8008/udp/225.0.4.74:7980
CCTV1,http://123.113.187.204:8000/rtp/239.3.1.129:8008
CCTV1,http://123.122.162.7:19999/rtp/239.3.1.1:8000
CCTV1,http://118.81.204.27:8083/rtp/226.0.2.153:9136
CCTV2,http://222.70.23.103:6666/udp/239.45.1.109:5140
CCTV2,http://223.10.115.195:8083/rtp/239.1.1.8:8008
CCTV2,http://114.254.188.49:9999/rtp/239.3.1.60:8084
CCTV2,http://114.246.180.128:4022/rtp/239.3.1.60:8084
CCTV2,http://49.79.50.239:8889/rtp/239.49.1.2:6000
CCTV2,http://121.29.111.242:8888/rtp/239.253.92.190:6065$1920x1080
CCTV2,http://sweetown.fun:4000/rtp/239.3.1.60:8084
CCTV2,http://183.184.202.47:8082/rtp/226.0.2.19:8064
CCTV2,http://114.252.229.100:8000/rtp/239.3.1.60:8084$1920x1080
CCTV2,http://222.95.92.12:4000/rtp/239.49.1.2:6000
CCTV2,http://114.221.238.215:8888/rtp/239.49.8.130:6000
CCTV2,http://home.yulei.online:9999/rtp/226.0.2.154:9144
CCTV2,http://114.254.94.146:2222/rtp/239.3.1.60:8084
CCTV2,http://101.68.81.44:9999/rtp/233.50.201.119:5140
CCTV2,http://61.190.129.195:8686/rtp/238.1.78.235:7752
CCTV2,http://171.117.183.38:8084/rtp/226.0.2.154:9144
CCTV2,http://111.196.191.184:5555/rtp/239.3.1.60:8084
CCTV2,http://123.113.236.69:8012/rtp/239.3.1.60:8084
CCTV2,http://123.145.57.77:8003/udp/225.0.4.132:7980
CCTV2,http://61.143.227.162:10000/udp/239.77.1.158:5146
CCTV2,http://110.177.148.13:58888/rtp/239.1.1.8:8008$1920x1080
CCTV2,http://49.75.18.76:8888/rtp/239.49.1.2:6000
